date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:26:11	2127/2127	---MC-	200	added ('OK')	application/json	date:Tue,%2017%20Sep%202024%2021:26:12%20GMT	https://webbiit.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwebbiit.com%2Fweb-design%2F	C:/My%20Web%20Sites/webbit/webbiit.com/wp-json/oembed/1.0/embed2151.json	(from https://webbiit.com/web-design/)
22:26:14	2284/2284	---MC-	200	added ('OK')	text/xml	date:Tue,%2017%20Sep%202024%2021:26:13%20GMT	https://webbiit.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwebbiit.com%2Fweb-design%2F&format=xml	C:/My%20Web%20Sites/webbit/webbiit.com/wp-json/oembed/1.0/embed9927	(from https://webbiit.com/web-design/)
22:26:15	19288/19288	---M--	200	added ('OK')	text/css	date:Sat,%2031%20Aug%202024%2000:40:31%20GMT	https://webbiit.com/wp-content/et-cache/2671/et-core-unified-2671-17250648309437.min.css	C:/My%20Web%20Sites/webbit/webbiit.com/wp-content/et-cache/2671/et-core-unified-2671-17250648309437.min.css	(from https://webbiit.com/web-design/)
22:26:15	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2017%20Sep%202024%2021:26:16%20GMT	https://webbiit.com/?p=2671	C:/My%20Web%20Sites/webbit/webbiit.com/index0c81.html	(from https://webbiit.com/web-design/)
22:26:18	581420/581420	---M--	200	added ('OK')	image/jpeg	date:Mon,%2003%20Apr%202023%2016:27:56%20GMT	https://webbiit.com/wp-content/uploads/2023/04/Web-Work1-scaled.jpg	C:/My%20Web%20Sites/webbit/webbiit.com/wp-content/uploads/2023/04/Web-Work1-scaled.jpg	(from https://webbiit.com/web-design/)
22:26:20	615949/615949	---M--	200	added ('OK')	image/jpeg	date:Mon,%2003%20Apr%202023%2016:29:36%20GMT	https://webbiit.com/wp-content/uploads/2023/04/Web-Work2-scaled.jpg	C:/My%20Web%20Sites/webbit/webbiit.com/wp-content/uploads/2023/04/Web-Work2-scaled.jpg	(from https://webbiit.com/web-design/)
22:26:21	845368/845368	---M--	200	added ('OK')	image/jpeg	date:Mon,%2003%20Apr%202023%2016:31:36%20GMT	https://webbiit.com/wp-content/uploads/2023/04/Web-Work3-scaled.jpg	C:/My%20Web%20Sites/webbit/webbiit.com/wp-content/uploads/2023/04/Web-Work3-scaled.jpg	(from https://webbiit.com/web-design/)
22:26:22	773177/773177	---M--	200	added ('OK')	image/jpeg	date:Mon,%2003%20Apr%202023%2016:37:26%20GMT	https://webbiit.com/wp-content/uploads/2023/04/Web-Work4-scaled.jpg	C:/My%20Web%20Sites/webbit/webbiit.com/wp-content/uploads/2023/04/Web-Work4-scaled.jpg	(from https://webbiit.com/web-design/)
22:26:24	312843/312843	---M--	200	added ('OK')	image/jpeg	date:Tue,%2011%20Apr%202023%2007:07:14%20GMT	https://webbiit.com/wp-content/uploads/2023/04/Web-Work5-scaled.jpg	C:/My%20Web%20Sites/webbit/webbiit.com/wp-content/uploads/2023/04/Web-Work5-scaled.jpg	(from https://webbiit.com/web-design/)
22:26:24	555943/555943	---M--	200	added ('OK')	image/jpeg	date:Mon,%2003%20Apr%202023%2016:57:44%20GMT	https://webbiit.com/wp-content/uploads/2023/04/Web-Work6-scaled.jpg	C:/My%20Web%20Sites/webbit/webbiit.com/wp-content/uploads/2023/04/Web-Work6-scaled.jpg	(from https://webbiit.com/web-design/)
22:26:25	13009/13009	---MC-	200	added ('OK')	application/json	date:Tue,%2017%20Sep%202024%2021:26:26%20GMT	https://webbiit.com/wp-json/wp/v2/pages/2819	C:/My%20Web%20Sites/webbit/webbiit.com/wp-json/wp/v2/pages/2819.json	(from https://webbiit.com/web-content-marketing/)
22:26:27	2182/2182	---MC-	200	added ('OK')	application/json	date:Tue,%2017%20Sep%202024%2021:26:28%20GMT	https://webbiit.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwebbiit.com%2Fweb-content-marketing%2F	C:/My%20Web%20Sites/webbit/webbiit.com/wp-json/oembed/1.0/embed3613.json	(from https://webbiit.com/web-content-marketing/)
22:26:29	2339/2339	---MC-	200	added ('OK')	text/xml	date:Tue,%2017%20Sep%202024%2021:26:29%20GMT	https://webbiit.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwebbiit.com%2Fweb-content-marketing%2F&format=xml	C:/My%20Web%20Sites/webbit/webbiit.com/wp-json/oembed/1.0/embeda2cd	(from https://webbiit.com/web-content-marketing/)
22:26:29	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2017%20Sep%202024%2021:26:30%20GMT	https://webbiit.com/?p=2819	C:/My%20Web%20Sites/webbit/webbiit.com/indexd28b.html	(from https://webbiit.com/web-content-marketing/)
22:26:30	6783/6783	---M--	200	added ('OK')	text/css	date:Sat,%2031%20Aug%202024%2000:40:38%20GMT	https://webbiit.com/wp-content/et-cache/2819/et-core-unified-2819-17250648383811.min.css	C:/My%20Web%20Sites/webbit/webbiit.com/wp-content/et-cache/2819/et-core-unified-2819-17250648383811.min.css	(from https://webbiit.com/web-content-marketing/)
22:26:32	199241/199241	---M--	200	added ('OK')	image/jpeg	date:Mon,%2003%20Apr%202023%2020:27:19%20GMT	https://webbiit.com/wp-content/uploads/2023/04/blog-2-1.jpg	C:/My%20Web%20Sites/webbit/webbiit.com/wp-content/uploads/2023/04/blog-2-1.jpg	(from https://webbiit.com/web-content-marketing/)
22:26:33	30847/30847	---M--	200	added ('OK')	image/png	date:Mon,%2003%20Apr%202023%2018:34:33%20GMT	https://webbiit.com/wp-content/uploads/2023/04/seo-company-nigeria.png	C:/My%20Web%20Sites/webbit/webbiit.com/wp-content/uploads/2023/04/seo-company-nigeria.png	(from https://webbiit.com/web-content-marketing/)
22:26:34	21142/21142	---MC-	200	added ('OK')	application/json	date:Tue,%2017%20Sep%202024%2021:26:35%20GMT	https://webbiit.com/wp-json/wp/v2/pages/2843	C:/My%20Web%20Sites/webbit/webbiit.com/wp-json/wp/v2/pages/2843.json	(from https://webbiit.com/video-production/)
22:26:36	2157/2157	---MC-	200	added ('OK')	application/json	date:Tue,%2017%20Sep%202024%2021:26:37%20GMT	https://webbiit.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwebbiit.com%2Fvideo-production%2F	C:/My%20Web%20Sites/webbit/webbiit.com/wp-json/oembed/1.0/embed1f9d.json	(from https://webbiit.com/video-production/)
22:26:37	2314/2314	---MC-	200	added ('OK')	text/xml	date:Tue,%2017%20Sep%202024%2021:26:38%20GMT	https://webbiit.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwebbiit.com%2Fvideo-production%2F&format=xml	C:/My%20Web%20Sites/webbit/webbiit.com/wp-json/oembed/1.0/embed23af	(from https://webbiit.com/video-production/)
22:26:38	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2017%20Sep%202024%2021:26:39%20GMT	https://webbiit.com/?p=2843	C:/My%20Web%20Sites/webbit/webbiit.com/indexab62.html	(from https://webbiit.com/video-production/)
22:26:38	7966/7966	---M--	200	added ('OK')	text/css	date:Sat,%2031%20Aug%202024%2000:40:42%20GMT	https://webbiit.com/wp-content/et-cache/2843/et-core-unified-2843-17250648424332.min.css	C:/My%20Web%20Sites/webbit/webbiit.com/wp-content/et-cache/2843/et-core-unified-2843-17250648424332.min.css	(from https://webbiit.com/video-production/)
22:26:40	8103/8103	---M--	200	added ('OK')	image/png	date:Tue,%2011%20Apr%202023%2006:55:25%20GMT	https://webbiit.com/wp-content/uploads/2020/08/icon-3@2x.png	C:/My%20Web%20Sites/webbit/webbiit.com/wp-content/uploads/2020/08/icon-3@2x.png	(from https://webbiit.com/video-production/)
22:26:42	14395/14395	---MC-	200	added ('OK')	application/json	date:Tue,%2017%20Sep%202024%2021:26:42%20GMT	https://webbiit.com/wp-json/wp/v2/pages/2854	C:/My%20Web%20Sites/webbit/webbiit.com/wp-json/wp/v2/pages/2854.json	(from https://webbiit.com/sales-funnel-and-email-marketing/)
22:26:43	2237/2237	---MC-	200	added ('OK')	application/json	date:Tue,%2017%20Sep%202024%2021:26:44%20GMT	https://webbiit.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwebbiit.com%2Fsales-funnel-and-email-marketing%2F	C:/My%20Web%20Sites/webbit/webbiit.com/wp-json/oembed/1.0/embed0d25.json	(from https://webbiit.com/sales-funnel-and-email-marketing/)
22:26:43	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2017%20Sep%202024%2021:26:44%20GMT	https://webbiit.com/?p=2854	C:/My%20Web%20Sites/webbit/webbiit.com/indexdddd.html	(from https://webbiit.com/sales-funnel-and-email-marketing/)
22:26:44	2394/2394	---MC-	200	added ('OK')	text/xml	date:Tue,%2017%20Sep%202024%2021:26:45%20GMT	https://webbiit.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwebbiit.com%2Fsales-funnel-and-email-marketing%2F&format=xml	C:/My%20Web%20Sites/webbit/webbiit.com/wp-json/oembed/1.0/embedca22	(from https://webbiit.com/sales-funnel-and-email-marketing/)
22:26:45	7396/7396	---M--	200	added ('OK')	text/css	date:Sat,%2031%20Aug%202024%2000:40:47%20GMT	https://webbiit.com/wp-content/et-cache/2854/et-core-unified-2854-17250648467285.min.css	C:/My%20Web%20Sites/webbit/webbiit.com/wp-content/et-cache/2854/et-core-unified-2854-17250648467285.min.css	(from https://webbiit.com/sales-funnel-and-email-marketing/)
22:26:48	207435/207435	---M--	200	added ('OK')	image/jpeg	date:Tue,%2011%20Apr%202023%2006:55:37%20GMT	https://webbiit.com/wp-content/uploads/2020/08/blog-5.jpg	C:/My%20Web%20Sites/webbit/webbiit.com/wp-content/uploads/2020/08/blog-5.jpg	(from https://webbiit.com/sales-funnel-and-email-marketing/)
